Name,Atoll,Site,Transect,Treatment,Row,Column,Label.code,Label_Count
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,918,1065,_LOBO,2087
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,875,915,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,892,1022,_LOBO,2087
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1151,1670,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,852,1273,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1145,1636,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1099,1516,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1154,1364,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1179,1469,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1182,1655,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,950,1280,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1261,1759,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1207,2046,GREEN,197
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1256,1990,GREEN,197
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1075,1939,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1226,1896,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,966,1960,GREEN,197
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1207,1716,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1082,1838,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1551,413,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1499,380,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1295,402,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1417,273,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1602,78,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1531,400,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1599,11,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1668,229,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1437,544,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1297,483,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1579,672,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1670,615,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1626,678,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1470,561,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1310,532,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1451,603,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1598,924,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1419,989,_LOBO,2087
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1298,873,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1389,1170,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1417,874,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1460,1081,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1591,1155,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1666,1418,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1524,1427,_CCA,5677
Egmont_2020_JMI_IMG_4893_IllLubine_Tile2_Uncaged.jpeg,Egmont,Il Lubine,1,Uncaged,1412,1581,_CCA,5677
